ee90243,putl0014,5 days ago,Updating db querys
5e4a608,putl0014,5 days ago,Update pr-roster.md
bf94b60,putl0014,5 days ago,Completed Messaging function
d548fd8,putl0014,5 days ago,Inbox page JS and starting on the php api to send message to db
d853618,main0074,5 days ago,Merge pull request #26 from putl0014/feat/putl0014/adminLogin
39f0a6a,Jayden Putland,5 days ago,Merge pull request #27 from putl0014/Admin-Dashboard-HTML
82ef431,Xplict1,5 days ago,added meta tag to all pages
8ad19dd,Xplict1,6 days ago,Total users and services list created
f7e21bb,putl0014,6 days ago,Update users.sql
19c8236,putl0014,6 days ago,Update inbox.php
7066d07,putl0014,6 days ago,Altered Session id, added sql stmts for user name, CSS for inbox page
018acfe,putl0014,6 days ago,Update pr-roster.md
668031a,putl0014,6 days ago,Changed adminPage to check for admin Boolean
939a317,putl0014,6 days ago,Added first name, last name fields to register page
1b8a5e6,Xplict1,6 days ago,testing sql queries
7a0d167,putl0014,6 days ago,Inbox starter code
55680a5,mane0039,6 days ago,update admin-dashboard-data.php
c431e86,Xplict1,6 days ago,update admin-dashboard-data.php
3793dd7,Thomas Wachmer,6 days ago,Create api endpoints
ed8070b,Jayden Putland,6 days ago,Merge pull request #25 from putl0014/Student-Homepage-HTML
9bafeb3,Lachlan Klenk,6 days ago,Update student-style.css
5e058cb,Lachlan Klenk,6 days ago,Pages
25c0bfd,Liam maney,7 days ago,Merge pull request #24 from putl0014/fix/putl0014/studentlogin
bc9639b,putl0014,7 days ago,Update pr-roster.md
e61cc2d,putl0014,7 days ago,Fixed Student and Admin Login
175b5ae,wach0035,7 days ago,Merge pull request #23 from putl0014/dev/putl0014/loginpage/php
5a95b02,Xplict1,9 days ago,Added graph placeholders
5876d50,putl0014,10 days ago,Update pr-roster.md
fe0ee63,putl0014,10 days ago,DB pswd char increase, change logins to use hashed pswds, registrations to store hashed pswds
909ecf9,putl0014,10 days ago,Changed function location
6b6d282,putl0014,10 days ago,Forgot to intialise the variables
0088dc6,putl0014,10 days ago,Added PHP form validation to all Login pages
9753e00,putl0014,10 days ago,Dump Data Folder
accd603,putl0014,10 days ago,Folder restructure
461de0d,putl0014,10 days ago,CSS Changes
68e6346,putl0014,10 days ago,Pushing account registration to database
d9d4727,wach0035,10 days ago,Merge pull request #22 from putl0014/feat/WACH0035/add-account-page
9cb3a99,wach0035,10 days ago,Merge branch 'dev/wach0035/request-sending' into feat/WACH0035/add-account-page
b1783fc,Thomas Wachmer,10 days ago,Add setup.sql
8ffaffe,putl0014,10 days ago,Updating file path
1ae6dc3,putl0014,10 days ago,Check email script, reset password page  and logout script
dd9f8f1,putl0014,10 days ago,Making a forgotten password page
9db3fff,putl0014,10 days ago,changing redirects to .php links
9ff5439,Jayden Putland,10 days ago,Adding in a register page, and adding in the php for the rest of the login pages
8e31768,Thomas Wachmer,10 days ago,Change daily availability API to make userid apply to all records
7293a3a,Xplict1,11 days ago,created extra pages for dashboard
4a25299,Thomas Wachmer,13 days ago,Add daily availability selection and API
327e8be,putl0014,2 weeks ago,Styling the radio buttons
1863140,Thomas Wachmer,2 weeks ago,Introduce /api/ folder Complete (Hopefully) weekly availability menu Add api endpoints for weekly availability
6b65128,putl0014,2 weeks ago,Update style.css
5c8e5e3,putl0014,2 weeks ago,Basic Structure
f980fc6,putl0014,2 weeks ago,Request sending draft
da5888c,putl0014,2 weeks ago,File location changes
356aa05,putl0014,3 weeks ago,.html change
896aaf4,putl0014,3 weeks ago,Changing File names
2d23120,putl0014,3 weeks ago,Changing over to .php filetype
211687a,putl0014,3 weeks ago,Added Admin Login page
dfab65f,Thomas Wachmer,4 weeks ago,Add availability API Almost finished weekly availability setter
8dd8102,Xplict1,4 weeks ago,Update admin-dashboard.html
aaddfe3,Liam maney,4 weeks ago,Merge pull request #21 from putl0014/Student-Homepage-HTML
340d2d3,Thomas Wachmer,4 weeks ago,Add weekly calendar functions
ab1719a,Thomas Wachmer,4 weeks ago,Add php script to change database values with supplied values.
ca64e42,Thomas Wachmer,4 weeks ago,* Make page take values from database
9c94250,putl0014,4 weeks ago,Renaming to Student Login
4c0ae14,Lachlan Klenk,4 weeks ago,Credits
fd46c3b,putl0014,4 weeks ago,JS changes
151f6bb,main0074,4 weeks ago,Merge pull request #19 from putl0014/feature/putl0014/LoginHTML
c70d169,main0074,4 weeks ago,Merge branch 'main' into feature/putl0014/LoginHTML
b8924d9,Lachlan Klenk,4 weeks ago,Visual Fix
703d5ae,Lachlan Klenk,5 weeks ago,fixing space issue
8f913f4,Xplict1,7 weeks ago,Admin dashboard frontend
8a4ef57,Xplict1,7 weeks ago,page formatting
5504ba6,Xplict1,7 weeks ago,Created admin dashboard page
c0d898c,Liam maney,7 weeks ago,Update pr-roster.md
d5141b2,putl0014,5 weeks ago,Updating the PHP image
c4243ab,Thomas Wachmer,5 weeks ago,commit to rebase
e12cdbf,putl0014,5 weeks ago,Updated JS Function name
f00bf17,putl0014,5 weeks ago,Update login.css
debee15,putl0014,5 weeks ago,Updates to CSS and adding JS script
40d171a,putl0014,5 weeks ago,Updating the PHP image
9df3424,putl0014,5 weeks ago,Login page css changes
0e82d16,Thomas Wachmer,6 weeks ago,* Add perosnal files to .gitignore * Create setup.sql and add some db definitions (Will need work) * Create script.js and add skill selection from dropdowns (JS is bad) * Create styles.css and add some temporary rules (All for testing, it looks bad) * Create account.php and add form for changing profile information * Create update-details.php ready to handle post from account.php
2eb2075,Lachlan Klenk,6 weeks ago,Student Homepage Base
688b3a2,Lachlan Klenk,6 weeks ago,Merge pull request #20 from putl0014/Admin-Dashboard-HTML
3ef22f2,Liam maney,7 weeks ago,Update pr-roster.md
b77f021,Xplict1,7 weeks ago,Admin dashboard frontend
c7abf5e,Xplict1,7 weeks ago,page formatting
0df20ff,Xplict1,7 weeks ago,Created admin dashboard page
ddb6bc1,putl0014,7 weeks ago,Update pr-roster.md
24d0a1f,putl0014,7 weeks ago,CSS File name change
e1e557c,putl0014,7 weeks ago,Basic Login Page
fa17c45,putl0014,7 weeks ago,Created Loginpage.html
9f61fc8,putl0014,7 weeks ago,Adding in the change log
d873371,Jayden Putland,7 weeks ago,Delete .vscode directory
96a353a,wach0035,7 weeks ago,Merge pull request #18 from putl0014/Collating-the-Report
1a5d186,putl0014,7 weeks ago,Adding SIte map to Report
fe355ec,wach0035,7 weeks ago,Merge pull request #17 from putl0014/Site-Map
8d59610,putl0014,7 weeks ago,Create Site Map.png
81c881f,putl0014,7 weeks ago,Vs code stuff
ce34e52,putl0014,7 weeks ago,Update FUSSUserResearchandLowFidelityDesign.md
261ded5,putl0014,7 weeks ago,Collating the Report
daf29c1,Jayden Putland,7 weeks ago,Merge pull request #16 from putl0014/User-Personas
63752f3,Lachlan Klenk,7 weeks ago,Merge pull request #9 from putl0014/Target-Audience-Profile
c089cbf,Lachlan Klenk,7 weeks ago,Update pr-roster.md
5a4e1f4,Jayden Putland,7 weeks ago,Merge branch 'main' into Target-Audience-Profile
73c298e,Jayden Putland,7 weeks ago,Merge pull request #10 from putl0014/Scope-Statement
6a4f861,Lachlan Klenk,7 weeks ago,Update pr-roster.md
483199c,Lachlan Klenk,7 weeks ago,Formatting
351fd01,Jayden Putland,7 weeks ago,Merge branch 'main' into Target-Audience-Profile
cf101d3,Jayden Putland,7 weeks ago,Merge branch 'main' into Scope-Statement
bf469f2,wach0035,7 weeks ago,Merge pull request #6 from putl0014/Website-Concept
bcfb129,Jayden Putland,7 weeks ago,Merge pull request #15 from putl0014/docs/WACH0035/Storyboards
dca732a,Jayden Putland,7 weeks ago,Merge pull request #14 from putl0014/User-Flow-Diagram
fd94736,Thomas Wachmer,7 weeks ago,Added document showing storyboards
6edb25b,Thomas Wachmer,7 weeks ago,Fix one of the storyboards
632b5f5,Thomas Wachmer,7 weeks ago,Update roster
10e1fc7,Thomas Wachmer,7 weeks ago,Add storyboard for deleting an account
9548aa1,Thomas Wachmer,7 weeks ago,Add storyboard for receiving a request
0916881,Xplict1,7 weeks ago,Reupload user flow image 1
e8c267c,Thomas Wachmer,7 weeks ago,Add storyboard for adding a skill
c912962,Thomas Wachmer,7 weeks ago,Add storyboard for creating a service request
a7bcfc5,Thomas Wachmer,7 weeks ago,Add storyboard for changing availability
8b35045,Xplict1,7 weeks ago,User flow Diagram upload
668e3d9,Jayden Putland,7 weeks ago,Merge pull request #13 from putl0014/Competitor-Analysis
15890b9,main0074,7 weeks ago,Update competitor analysis section
6c9c438,Jayden Putland,7 weeks ago,Merge pull request #12 from putl0014/docs/WACH0035/Fix-Annotated-Wireframes
d021c09,Thomas Wachmer,7 weeks ago,Fixed annotations for the wireframes
d29d8e7,Jayden Putland,7 weeks ago,Merge pull request #11 from putl0014/docs/WACH0035/Wireframes
4f8866c,Thomas Wachmer,7 weeks ago,Update roster
5421b10,Thomas Wachmer,7 weeks ago,Add unannotated wireframes to /images/ subfolder
1fc30f8,Thomas Wachmer,7 weeks ago,Add Annotated Wireframes into /images/ subfolder
ad4e192,putl0014,8 weeks ago,Scope statement update
d9507f8,putl0014,8 weeks ago,Scope Statement version 0.1
b89a9fe,putl0014,8 weeks ago,Update pr-roster.md
e076855,putl0014,8 weeks ago,Update Project-Proposal.md
fe171fc,Lachlan Klenk,8 weeks ago,Merge pull request #8 from putl0014/User-Personas
13c538a,Lachlan Klenk,8 weeks ago,Update Diego Martinez Persona.png
d09f7db,Lachlan Klenk,8 weeks ago,Update persona-drafts.md
07efdcb,Lachlan Klenk,8 weeks ago,Merge pull request #7 from putl0014/Research-Methods
8e120c7,Lachlan Klenk,8 weeks ago,Created Diego Martinez Persona
a3ae652,Lachlan Klenk,8 weeks ago,Created Athena Werner Persona
edb9995,Lachlan Klenk,8 weeks ago,Added Matthew Jacob Persona
72b5257,putl0014,8 weeks ago,Update pr-roster.md
edc8ea9,putl0014,8 weeks ago,Update Project-Proposal.md
5191de6,Jayden Putland,8 weeks ago,Merge pull request #5 from putl0014/Research-Methods
bc6b5ac,Jayden Putland,8 weeks ago,Merge branch 'main' into Research-Methods
7589573,Lachlan Klenk,8 weeks ago,Update pr-roster.md
6d741fe,Lachlan Klenk,8 weeks ago,Update pr-roster.md
cfe7445,Lachlan Klenk,8 weeks ago,Create research-methods.md
2bae99d,putl0014,8 weeks ago,Pushing to main the draft files for the three sections of the Report.
a1286c2,Lachlan Klenk,8 weeks ago,Merge pull request #4 from putl0014/Jaydens-test
d7d568e,putl0014,9 weeks ago,Update pr-roster.md
159fb44,putl0014,9 weeks ago,Update persona-drafts.md
8f03e3e,putl0014,9 weeks ago,Updating the PR roster and persona draft
5f27865,putl0014,9 weeks ago,Update persona-drafts.md
319decb,Lachlan Klenk,9 weeks ago,Merge pull request #3 from putl0014/Persona-klen0010
d3913ed,Lachlan Klenk,9 weeks ago,Update persona-drafts.md
0f5ea80,wach0035,9 weeks ago,Merge pull request #2 from putl0014:docs/WACH0035/create-persona
9e9d37e,Thomas Wachmer,9 weeks ago,Merge remote-tracking branch 'origin/main' into docs/WACH0035/create-persona
959e2ad,Thomas Wachmer,9 weeks ago,Adding name to persona file # Description
e035c7f,Lachlan Klenk,9 weeks ago,Update persona-drafts.md
01ab3ae,Jayden Putland,9 weeks ago,Merge pull request #1 from putl0014/Jaydens-test
afb1f14,putl0014,9 weeks ago,Create test doc.md
810eb4c,main0074,9 weeks ago,Update persona-drafts.md
57e9a31,Lachlan Klenk,9 weeks ago,added FAN
1cecf23,putl0014,9 weeks ago,Adding details to the drafts file
b5c6b55,putl0014,9 weeks ago,Adding persona drafts
162046b,putl0014,9 weeks ago,Assignment folder setup
80c9aae,putl0014,9 weeks ago,Initial commit
